CAM_ID	participantCAM	mean_valence_macro	mean_valence_normed_macro	density_macro	transitivity_macro	centr_degree_macro	centr_clo_macro	centr_betw_macro	centr_eigen_macro	meanDistance_directed_macro	meanDistance_undirected_macro	diameter_weighted_undirected_macro	diameter_unweighted_undirected_macro	diameter_unweighted_directed_macro	num_nodes_macro	num_nodes_pos_macro	num_nodes_neg_macro	num_nodes_neut_macro	num_nodes_ambi_macro	num_edges_macro	num_edges_solid_macro	num_edges_dashed_macro	num_edges_invaliddashed_macro	meanWeightEdges_macro	reciprocity_macro	assortativity_valence_macro	assortativityDegree_macro	degreetot_micro_technologicalimplant	valence_micro_technologicalimplant	centr_clo_micro_technologicalimplant
lamigr2_2146	lamigr2_2146	-0.75	-0.16666666666666666	0.10606060606060606	0	0.1322314049586777	0.43669425443722126	0.5239669421487604	0.6333997964284173	1.5	2.4696969696969697	10	5	3	12	3	5	4	0	14	11	3	0	2	0	-0.13918629550321154	-0.23985239852398538	5	0	1
lesole2_2160	lesole2_2160	0.18181818181818182	0	0.15454545454545454	0.09375	0.435	0.7730158730158735	0.8933333333333333	0.7249315019955755	2.0806451612903225	2.090909090909091	8	4	4	11	5	5	1	0	17	11	6	0	2.0588235294117645	0.7058823529411765	-0.30769230769230715	-0.535014636343166	NA	NA	NA
lileal2_2188	lileal2_2188	1.2	0.4	0.06578947368421052	0	0.2631578947368421	0.5273918769272907	0.8020929516774392	0.8526815991477233	2.300751879699248	2.968421052631579	12	4	3	20	12	4	1	3	25	19	6	1	2.56	0.48	-0.017441860465116518	-0.09793157533575149	NA	NA	NA
maaval2_2115	maaval2_2115	1.375	0.5625	0.0625	0	0.14666666666666667	0.5316330908793725	0.7542857142857143	0.7388129254901549	1.375	2.7	8	4	2	16	12	3	0	1	15	12	3	0	2	0	0.2307692307692312	-0.4893617021276599	6	0	1
makgda2_2139	makgda2_2139	-0.6363636363636364	-0.2727272727272727	0.19090909090909092	0.2647058823529412	0.56	0.64215294217548	0.7079999999999999	0.7482194051560873	2.076923076923077	2.1272727272727274	9	4	4	11	2	5	2	2	21	18	3	0	2.0476190476190474	0.7619047619047619	0.3684210526315786	-0.50366300366300365	14	0	1
maorpa2_2154	maorpa2_2154	-0.32	-0.2	0.051666666666666666	0.07720588235294118	0.4453125	0.9382645452636	0.959993961352657	0.8164021853136805	1.03125	1.97	6	3	2	25	9	14	1	1	31	31	0	0	2	0	-0.26835138387484975	-0.6353296659171216	NA	NA	NA
maphro2_2148	maphro2_2148	0.6153846153846154	0.15384615384615385	0.09615384615384615	0.08333333333333333	0.3472222222222222	0.6697708609473316	0.8409090909090909	0.7926868503951279	1.7692307692307692	2.2948717948717947	8	4	3	13	6	4	2	1	15	13	2	0	2.066666666666667	0.26666666666666666	0.035087719298245265	-0.4995357474466109	10	0	1
mcinow2_2150	mcinow2_2150	-0.15384615384615385	-0.07692307692307693	0.10897435897435898	0	0.24305555555555555	0.4554846617346615	0.6578282828282829	0.8010864298081691	2.493333333333333	2.8205128205128207	12	5	5	13	5	6	1	1	17	15	2	0	2.235294117647059	0.5882352941176471	0.11111111111111074	-0.25731895223420637	6	0	1
mecopa2_2123	mecopa2_2123	0.22727272727272727	0.22727272727272727	0.045454545454545456	0	0.2766439909297052	0.6644242249087602	0.8893424036281179	0.8270589098493814	1.2758620689655173	2.497835497835498	10	4	2	22	12	7	1	2	21	15	6	0	2.5238095238095237	0	-0.12114989733059589	-0.5725319006044326	13	0	1
melial2_2161	melial2_2161	-0.9090909090909091	-0.2727272727272727	0.19090909090909092	0.24324324324324326	0.67	0.7523809523809528	0.8439999999999999	0.7598203186342103	1.945054945054945	2.0545454545454547	8	4	4	11	2	5	1	3	21	15	6	0	2	0.7619047619047619	-0.17209302325581302	-0.5916899051868378	NA	NA	NA
moaahe2_2186	moaahe2_2186	-0.13333333333333333	0.06666666666666667	0.14285714285714285	0.23376623376623376	0.22959183673469388	0.5825686666079564	0.629625476564252	0.6067636919920899	3.5384615384615383	2.1904761904761907	8	4	10	15	6	5	1	3	30	30	0	1	2	0.4666666666666667	0.045936395759717454	-0.2621506682867555	10	0	1
mogljo2_2133	mogljo2_2133	0	-0.05	0.09473684210526316	0.1935483870967742	0.2880886426592798	0.4926789090927222	0.6977531548168667	0.8118862154613237	2.7456896551724137	2.857894736842105	12	6	6	20	8	9	3	0	36	25	11	4	2.0555555555555554	0.6111111111111112	-0.3677346186560821	-0.11771720613287899	14	0	1
nabiqa2_2173	nabiqa2_2173	-0.3	-0.1	0.1	0	0.19753086419753085	0.32006025163919893	0.5740740740740741	0.7108378167310083	1.5294117647058822	2.6444444444444444	10	5	3	10	4	5	1	0	9	4	5	4	2	0	0.34306569343065696	-0.739130434782609	2	0	1
nnpopa2_2151	nnpopa2_2151	-1.3333333333333333	-0.4444444444444444	0.1388888888888889	0.1875	0.40625	0.9591836734693879	0.9285714285714286	0.6940948406206621	1	1.7222222222222223	4	2	1	9	2	6	1	0	10	4	6	0	2	0	-0.7073170731707304	-0.7418032786885249	8	0	1
nonakr2_2130	nonakr2_2130	0.05555555555555555	-0.05555555555555555	0.06535947712418301	0.12	0.11764705882352941	0.4430374867607587	0.6038062283737025	0.7096059957329961	1.4242424242424243	2.6993464052287583	12	5	3	18	6	7	0	5	20	20	0	0	2.1	0	0.7385620915032681	-0.46913580246913583	6	0	1
nxduvi2_2217	nxduvi2_2217	0.2857142857142857	0	0.07692307692307693	0	0.2485207100591716	0.5394628063213588	0.7583826429980276	0.7993698499927744	1.8181818181818181	2.5494505494505493	10	5	4	14	5	5	2	2	14	12	2	0	2	0.14285714285714285	0.5971223021582736	-0.5891891891891888	8	0	1
pabita2_2136	pabita2_2136	-0.21428571428571427	-0.07142857142857142	0.13186813186813187	0	0.23076923076923078	0.4493190244237656	0.6745562130177515	0.7040725293879939	2.793103448275862	2.868131868131868	14	6	6	14	4	5	2	3	24	15	9	0	2.1666666666666665	0.9166666666666666	-0.04831237590999393	-0.26455026455026465	9	0	1
palofa2_2184	palofa2_2184	0.2916666666666667	0.20833333333333334	0.06702898550724638	0	0.11153119092627599	0.42765883209116345	0.7444578106203815	0.6710678116783083	1.8105263157894738	3.4782608695652173	12	6	4	24	12	7	1	4	37	29	8	1	2	0.7567567567567568	0.051060853345769194	-0.3846931894807825	5	0	1
pebime2_2143	pebime2_2143	0.07142857142857142	0.14285714285714285	0.0934065934065934	0.13333333333333333	0.23076923076923078	0.604895455708149	0.7051282051282052	0.7271888277293304	1.4230769230769231	2.2967032967032965	9	4	3	14	7	5	1	1	17	13	4	0	2.0588235294117645	0	-0.33412604042806404	-0.3316666666666666	8	0	1
pebrta2_2165	pebrta2_2165	0.21052631578947367	0.10526315789473684	0.05263157894736842	0	0.09104938271604938	0.5057415609524486	0.7668845315904139	0.740538442163663	1.4193548387096775	2.982456140350877	8	4	2	19	10	8	1	0	18	18	0	0	2	0	0.22222222222222004	-0.2925531914893616	5	0	1
peviwe2_2175	peviwe2_2175	-0.06666666666666667	0.06666666666666667	0.07619047619047618	0	0.18622448979591838	0.49510941291125493	0.5580847723704867	0.6537127247923981	1.4285714285714286	2.323809523809524	8	4	2	15	7	6	1	1	16	16	0	0	2	0	0.357032457496136	-0.679173463839043	1	0	0.617647058823529
prloja2_2126	prloja2_2126	0	0	0.10909090909090909	0	0.1	0.38709590038092484	0.5266666666666666	0.6589863690327338	2	2.690909090909091	12	6	4	11	4	4	2	1	12	10	2	1	2	0.16666666666666666	-0.06527415143603253	-0.2954545454545451	1	0	0.6
rimian2_2153	rimian2_2153	0.3888888888888889	0.16666666666666666	0.08169934640522876	0.3442622950819672	0.10034602076124567	0.42888297390262703	0.5631487889273357	0.670829822340749	1.3055555555555556	2.784313725490196	9	4	2	18	9	6	2	1	25	20	5	3	2.16	0	0.563838223632038	-0.2820512820512819	NA	NA	NA
rolimi2_2164	rolimi2_2164	0.3888888888888889	0.05555555555555555	0.08169934640522876	0.2222222222222222	0.22491349480968859	0.5086865462285711	0.7575259515570935	0.7934020413329183	2.36	2.784313725490196	12	5	5	18	7	6	2	3	25	16	9	3	2.28	0.24	0.03433476394849647	-0.18866970156803234	10	0	1
saalra2_2190	saalra2_2190	0.9166666666666666	0.2916666666666667	0.04166666666666667	0	0.22873345935727787	0.6098262032085562	0.8582230623818525	0.8274357630887597	1.3235294117647058	2.6449275362318843	11	4	2	24	14	7	1	2	23	15	8	0	2.4347826086956523	0	0.09803921568627502	-0.5416666666666666	12	0	1
sabuel2_2162	sabuel2_2162	-0.3	-0.1	0.2777777777777778	0.4225352112676056	0.43209876543209874	0.42837422993672986	0.2993827160493827	0.6329717555491813	1.8181818181818181	1.6	7	3	4	10	2	3	1	4	25	25	0	1	2.48	0.4	0.05374716124148369	-0.25713887728095897	NA	NA	NA
sahvda2_2134	sahvda2_2134	-1.2666666666666666	-0.4	0.07142857142857142	0.1111111111111111	0.11479591836734694	0.4055505255267968	0.6601255886970173	0.7386608023777341	1.9696969696969697	3.1333333333333333	14	7	5	15	4	10	1	0	15	15	0	2	2	0	-0.18541033434650422	-0.32812500000000017	5	0	0.84375
saloim2_2149	saloim2_2149	0.5	0.3333333333333333	0.08333333333333333	0	0.10743801652892562	0.38512026198439236	0.6347107438016529	0.7175129093374342	1.7272727272727273	3.1818181818181817	14	7	4	12	7	3	1	1	11	10	1	0	2	0	0.3888888888888873	-0.037735849056604154	4	0	1
siroro2_2163	siroro2_2163	-1	-0.3333333333333333	0.2222222222222222	0.4883720930232558	0.1015625	0.3489635364635365	0.25446428571428564	0.39896723420220603	1.5357142857142858	1.75	6	3	3	9	1	4	1	3	16	16	0	0	2	0	-0.5886524822695035	-0.06666666666666667	4	0	0.916666666666667
sitesh2_2138	sitesh2_2138	-0.09090909090909091	0.18181818181818182	0.2	0.2	0.715	0.8279573512906848	0.8629629629629629	0.7500114870695946	1.835164835164835	1.8727272727272728	7	3	3	11	6	4	1	0	22	14	8	1	2.272727272727273	0.7272727272727273	-0.36457615437629265	-0.6172298168687128	NA	NA	NA
skdeco2_2142	skdeco2_2142	-0.631578947368421	-0.10526315789473684	0.07017543859649122	0	0.043209876543209874	0.3047928352253761	0.49721617041878485	0.5172116157374921	2.287878787878788	3.473684210526316	14	7	6	19	8	10	1	0	24	22	2	0	2	0.3333333333333333	0.44186046511628047	-0.3846153846153857	4	0	1
slnyse2_2177	slnyse2_2177	0.5714285714285714	0.2857142857142857	0.2619047619047619	0.5172413793103449	0.18055555555555555	0.4634920634920636	0.3185185185185186	0.3926740757588389	1.375	1.5238095238095237	6	3	3	7	4	2	1	0	11	8	3	0	2	0	-0.06024096385542256	-0.4347826086956519	5	0	1
smkijo2_2192	smkijo2_2192	-0.375	-0.125	0.11666666666666667	0.17142857142857143	0.12444444444444444	0.40763697445703784	0.4696296296296296	0.6820449096493251	1.5576923076923077	2.325	8	4	3	16	3	5	1	7	28	24	4	0	2	0.21428571428571427	0.10657306955966879	-0.5716560509554135	NA	NA	NA
sutoje2_2122	sutoje2_2122	0.08333333333333333	0.16666666666666666	0.20454545454545456	0.5	0.2727272727272727	0.6332435302056044	0.3272727272727273	0.5264719012247459	1.4705882352941178	1.606060606060606	6	3	2	12	6	4	2	0	27	24	3	0	2	0	0.1355932203389825	-0.46439169139465925	10	0	1
swpoma2_2166	swpoma2_2166	-0.2962962962962963	-0.14814814814814814	0.037037037037037035	0	0.0613905325443787	0.2372111061000765	0.5559763313609467	0.6617286495891633	2.1728395061728394	4.153846153846154	17	8	4	27	8	12	6	1	26	24	2	0	2.0384615384615383	0	0.49879518072289225	-0.29353233830845793	2	0	1
sybash2_2119	sybash2_2119	1.3333333333333333	0.6666666666666666	0.4666666666666667	0.4	0.64	0.8660714285714286	0.74	0.5465983743379168	1.5333333333333334	1.5333333333333334	4	2	2	6	4	0	1	1	14	14	0	0	2	1	-0.1666666666666659	-0.7657657657657657	10	0	1
syload2_2125	syload2_2125	0.21739130434782608	0.08695652173913043	0.07509881422924901	0.11320754716981132	0.1115702479338843	0.3516546793705524	0.3769283746556475	0.7342143569520815	1.9393939393939394	2.7786561264822134	15	6	5	23	11	9	1	2	38	33	5	0	2.3684210526315788	0.10526315789473684	0.1758133420966129	-0.04381084840055617	5	0	0.872340425531915
thcape2_2200	thcape2_2200	-0.9473684210526315	-0.2631578947368421	0.07602339181286549	0.22727272727272727	0.18364197530864199	0.4475205531803205	0.5867828612926652	0.7978936444691064	2.314814814814815	2.7719298245614037	10	4	4	19	5	10	2	2	26	21	5	1	2.1538461538461537	0.3076923076923077	0.03769705277587385	-0.2190192180251825	9	0	1
thwhda2_2317	thwhda2_2317	-1.6363636363636365	-0.5454545454545454	0.1	0.14285714285714285	0.22	0.6324194324194325	0.8088888888888889	0.7362543547561863	1.2666666666666666	2.381818181818182	8	4	2	11	1	7	1	2	11	5	6	0	2	0	-0.1000000000000014	-0.22222222222222238	6	0	1
trquji2_2124	trquji2_2124	0.37037037037037035	0.18518518518518517	0.041310541310541314	0	0.17677514792899407	0.29727434332874064	0.6686390532544378	0.8552270981625912	1.7142857142857142	3.4415954415954415	14	7	4	27	14	9	1	3	29	29	0	0	2	0	0.6568047337278117	-0.4578804347826088	2	0	0.983333333333333
tulosa2_2194	tulosa2_2194	0.8461538461538461	0.38461538461538464	0.10256410256410257	0.1935483870967742	0.06944444444444445	0.2909631634986606	0.3853114478114479	0.624038729924469	1.625	2.782051282051282	10	5	3	13	7	2	2	2	16	15	1	0	2	0	0.5	-0.5458937198067633	3	0	1
tunojo2_2152	tunojo2_2152	0.05263157894736842	0.10526315789473684	0.07309941520467837	0.09230769230769231	0.1574074074074074	0.5298830102508174	0.694625998547567	0.7145492981378393	1.4	2.590643274853801	8	4	3	19	8	6	2	3	25	21	4	0	2	0.08	0.10970706490522746	-0.2714460784313722	8	0	1
tuplsi2_2131	tuplsi2_2131	0	0	0.1	0	0.165	0.5169968881925404	0.7188888888888889	0.7035731695410627	1.2142857142857142	2.618181818181818	15	5	2	11	5	5	1	0	11	10	1	0	2.6363636363636362	0	0.09589041095890556	-0.15789473684210523	5	0	1
unulro2_2176	unulro2_2176	0.7777777777777778	0.2777777777777778	0.08169934640522876	0	0.1314878892733564	0.5600494175619181	0.8157439446366782	0.7561758835616752	1.4444444444444444	2.7908496732026142	8	4	2	18	10	5	1	2	25	25	0	1	2	0.64	0.21756688541140978	-0.4219576719576719	7	0	1
vapiji2_2195	vapiji2_2195	1.1538461538461537	0.38461538461538464	0.08333333333333333	0	0.13541666666666666	0.333125613201366	0.4577020202020202	0.6656198358401579	2.097560975609756	2.769230769230769	12	6	4	13	6	1	2	4	13	13	0	0	2	0	-0.1762870514820593	-0.598705501618123	2	0	0.793103448275862
wabada2_2116	wabada2_2116	0.625	0.25	0.05434782608695652	0.23076923076923078	0.07939508506616257	0.37311745376572464	0.5904794638253995	0.7780640201379021	1.6	3.289855072463768	12	6	3	24	9	3	6	6	30	30	0	0	2	0	-0.028331584470093825	-0.09859154929577425	4	0	1
wienke2_2128	wienke2_2128	0.5	0.25	0.15416666666666667	0.16981132075471697	0.26222222222222225	0.43291575970710927	0.607915343915344	0.6728697319350455	2.5357142857142856	2.55	11	5	5	16	8	4	3	1	37	37	0	1	2.108108108108108	0.8108108108108109	0.06818721786647677	-0.24185867895545377	12	0	1
