session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,First language,Nationality,Sex,Student Status
608ead809a6343af6e1408ed,572a04726fe43d000f0491de,RETURNED,2021-05-02 13:47:44.034000,2021-05-02 13:48:43.588000,59.554,26,1459,11,100,,6AF35D9C,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
608eada0f12cb6a99bb3b3f4,5f596abb349f1f1b834a54e5,AWAITING REVIEW,2021-05-02 13:51:34.094000,2021-05-02 15:48:35.666000,7021.572,31,469,2,100,,2A25E7C1,United States,United States,Other,DATA EXPIRED,English,United States,Male,Yes
608eada70a3fa5773265ef6c,5f51119bc8cfea2d859ed1b7,AWAITING REVIEW,2021-05-02 13:48:58.146000,2021-05-02 15:50:11.133000,7272.987,33,338,1,100,,2A25E7C1,South Africa,United Kingdom,Full-Time,DATA EXPIRED,English,United Kingdom,Female,No
608eada9e8c6f7ec04ad0b7c,60892fe702789a871ccd8913,AWAITING REVIEW,2021-05-02 13:48:28.698000,2021-05-02 15:18:32.562000,5403.864,24,11,0,100,,2A25E7C1,Algeria,Spain,Unemployed (and job seeking),,English,Algeria,Male,No
608eae91d31d785e8017c667,5f522c40069004482b3af322,AWAITING REVIEW,2021-05-02 13:52:17.092000,2021-05-02 15:55:49.804000,7412.712,32,329,0,100,,2A25E7C1,United Kingdom,United Kingdom,Full-Time,DATA EXPIRED,English,United Kingdom,Male,No
608eaed5c89fd51cc8ab584f,5cebd58ade266200191eaf7d,AWAITING REVIEW,2021-05-02 14:01:01.694000,2021-05-02 14:34:10.910000,1989.216,52,785,13,97,,2A25E7C1,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,Yes
608eaeecfe2e42eda8201dcd,5f5cffe14b1d5452fdfb6abf,AWAITING REVIEW,2021-05-02 13:55:29.389000,2021-05-02 15:48:56.713000,6807.324,22,57,2,97,,2A25E7C1,South Africa,South Africa,Part-Time,DATA EXPIRED,English,South Africa,Female,Yes
608eaf4ba3d6baa3bf0ac76f,605f4dfb9333a208319a71f0,AWAITING REVIEW,2021-05-02 13:55:46.422000,2021-05-02 15:34:32.834000,5926.412,20,27,0,100,,2A25E7C1,South Africa,South Africa,Unemployed (and job seeking),,English,South Africa,Female,Yes
608eafcc5e01715d8d106546,5e4feb8037713502e9ed364b,AWAITING REVIEW,2021-05-02 13:57:48.577000,2021-05-02 14:53:31.689000,3343.112,19,381,1,100,,2A25E7C1,United Kingdom,United Kingdom,Part-Time,English,English,United Kingdom,Female,Yes
608eb012fe2e42eda8201dd5,5ffd5ce2cd2f41259f5fd1bc,RETURNED,2021-05-02 13:58:54.190000,,76655.35798,30,168,3,98,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
608eb0265bb42ac70ed63537,5ffcac9fed52b11468dec167,AWAITING REVIEW,2021-05-02 13:59:02.069000,2021-05-02 16:04:16.431000,7514.362,52,126,2,100,,2A25E7C1,United Kingdom,United Kingdom,Full-Time,DATA EXPIRED,English,United Kingdom,Female,No
608eb0cf26182bd54ff722e1,60890f7cbb8ae36ed49e1129,AWAITING REVIEW,2021-05-02 14:01:58.998000,2021-05-02 15:10:06.441000,4087.443,37,26,1,99,,2A25E7C1,United Kingdom,United Kingdom,Full-Time,DATA EXPIRED,English,United Kingdom,Male,No
608eb0d325831480cfc10db7,5ec875255c6a2700081554ac,AWAITING REVIEW,2021-05-02 14:01:55.371000,2021-05-02 14:30:08.785000,1693.414,19,359,4,99,,2A25E7C1,United Kingdom,United Kingdom,Other,English,English,United Kingdom,Male,Yes
608eb103e626ca50f9cb0d55,5c17c149f596b100011ca8b8,AWAITING REVIEW,2021-05-02 14:02:43.724000,2021-05-02 16:24:58.978000,8535.254,32,783,5,100,,2A25E7C1,United Kingdom,United Kingdom,Unemployed (and job seeking),English,English,United Kingdom,Female,No
608eb1526c6716d372fba537,5fc50bb38378c80ac88354ef,AWAITING REVIEW,2021-05-02 14:04:28.140000,2021-05-02 15:12:16.234000,4068.094,63,498,6,98,,2A25E7C1,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",DATA EXPIRED,English,United States,Female,No
608eb1b19fd5ec63dd7d5184,5f323237a6342a17e390a7c8,AWAITING REVIEW,2021-05-02 14:05:58.086000,2021-05-02 15:26:55.078000,4856.992,29,266,2,100,,NOCODE,United Kingdom,United Kingdom,Part-Time,DATA EXPIRED,English,United Kingdom,Female,No
608eb25deb68721e22807f5f,5e3df34cfb9ed506f1028bb5,AWAITING REVIEW,2021-05-02 14:08:29.663000,2021-05-02 16:39:40.787000,9071.124,40,1019,18,97,,2A25E7C1,United States,United States,Full-Time,English,English,United States,Male,No
608eb8ce7a1b7d73e1513b2f,60784c0aa62f84a2f2312c30,AWAITING REVIEW,2021-05-02 14:35:58.894000,2021-05-02 15:19:48.092000,2629.198,23,22,0,100,,NOCODE,South Africa,South Africa,Part-Time,,English,South Africa,Male,No
608eb9ecb756f0dc07c513ed,5eea5e9ee0d561140ff250a1,AWAITING REVIEW,2021-05-02 14:50:04.094000,2021-05-02 17:05:43.116000,8139.022,39,445,3,100,,2A25E7C1,United Kingdom,United Kingdom,Part-Time,English,English,United Kingdom,Male,Yes
608ebe4248c41f91dbc934ae,60714401bfbe6c78403f8ba2,TIMED-OUT,2021-05-02 14:59:13.890000,,73035.758974,33,54,0,100,,,United States,United States,Full-Time,DATA EXPIRED,English,United States,Male,No
608ed182ff3dd823a7a2f18f,6074026e7036e1a0ec40aea9,AWAITING REVIEW,2021-05-02 16:26:06.559000,2021-05-02 18:03:12.011000,5825.452,44,33,0,100,,2A25E7C1,,,Full-Time,,English,,,No
608ed1b84222d12f760f1e00,608806ee5cb6c96016e36cba,RETURNED,2021-05-02 16:22:16.883000,,68052.781282,24,12,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
608ed38a7ffc4bb6acaed1be,5f48d42a7bb92a39760f70b2,AWAITING REVIEW,2021-05-02 16:30:02.013000,2021-05-02 17:54:36.682000,5074.669,21,125,1,100,,2A25E7C1,Poland,Poland,Due to start a new job within the next month,DATA EXPIRED,English,Poland,Male,Yes
608ed6191b55367fa95c6fd7,5e9aff02f4a78b1a1fe7fc3c,AWAITING REVIEW,2021-05-02 16:41:23.781000,2021-05-02 17:47:16.273000,3952.492,25,286,0,100,,2A25E7C1,United Kingdom,United Kingdom,Full-Time,DATA EXPIRED,English,United Kingdom,Male,Yes
608ee51f4ea524c1b041d349,5e6473fbc15dbe1f71eea95b,AWAITING REVIEW,2021-05-02 17:45:03.044000,2021-05-02 18:55:44.603000,4241.559,40,314,1,100,,2A25E7C1,Canada,Canada,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,English,Canada,Female,No
