CAM_ID	participantCAM	mean_valence_macro	mean_valence_normed_macro	density_macro	transitivity_macro	centr_degree_macro	centr_clo_macro	centr_betw_macro	centr_eigen_macro	meanDistance_directed_macro	meanDistance_undirected_macro	diameter_weighted_undirected_macro	diameter_unweighted_undirected_macro	diameter_unweighted_directed_macro	num_nodes_macro	num_nodes_pos_macro	num_nodes_neg_macro	num_nodes_neut_macro	num_nodes_ambi_macro	num_edges_macro	num_edges_solid_macro	num_edges_dashed_macro	num_edges_invaliddashed_macro	meanWeightEdges_macro	reciprocity_macro	assortativity_valence_macro	assortativityDegree_macro	degreetot_micro_technologicalimplant	valence_micro_technologicalimplant	centr_clo_micro_technologicalimplant
pibrr1_1838	pibrr1_1838	0.29411764705882354	0.17647058823529413	0.125	0.16666666666666666	0.19921875	0.32915600741766776	0.36295679147241644	0.6210054074077755	3.3053097345132745	2.698529411764706	11	5	8	17	9	6	1	1	34	29	5	1	2.2058823529411766	0.7058823529411765	-0.02874432677761025	-0.4803309993634634	4	0	1
prloj1_1969	prloj1_1969	0.5	0.14285714285714285	0.0934065934065934	0	0.14792899408284024	0.17859615104680876	0.3815581854043392	0.6276840246340228	1.8157894736842106	2.879120879120879	10	5	5	14	5	3	3	3	17	12	5	0	2	0.23529411764705882	0.22137404580152711	-0.5695443645083933	2	0	1
rahut1_1925	rahut1_1925	-0.46153846153846156	-0.07692307692307693	0.07692307692307693	0	0.052083333333333336	0.19162834219821825	0.3547979797979798	0.5159863069273362	1.3529411764705883	3.8974358974358974	20	9	3	13	4	5	4	0	12	10	2	1	2.1666666666666665	0	-0.01052631578947467	-0.22033898305084718	NA	NA	NA
ranor1_1850	ranor1_1850	0.11764705882352941	0.058823529411764705	0.09191176470588236	0.2	0.400390625	0.6861810085091419	0.8497395833333333	0.80945001719899	1.9047619047619047	2.3161764705882355	8	4	3	17	7	6	3	1	25	21	4	1	2.08	0.32	-0.2222222222222225	-0.40415140415140427	15	0	1
rimia1_1826	rimia1_1826	-0.38461538461538464	0	0.12179487179487179	0.45454545454545453	0.04861111111111111	0.4277984217132288	0.6186868686868687	0.5336626213703778	2.32	2.717948717948718	11	5	6	13	5	5	1	2	19	16	3	0	2.263157894736842	0.21052631578947367	0.06007067137808923	-0.43697478991596794	4	0	1
rolia1_1891	rolia1_1891	-0.3333333333333333	0	0.14761904761904762	0.36	0.5306122448979592	0.8257248938352618	0.795133437990581	0.7427359052851956	1.7346938775510203	1.8285714285714285	7	3	3	15	6	6	3	0	31	25	6	1	2.161290322580645	0.3225806451612903	0.08284023668638969	-0.4914769368985981	NA	NA	NA
saalr1_1882	saalr1_1882	-0.2	0	0.09047619047619047	0	0.1326530612244898	0.3720761677415435	0.3877551020408163	0.5329088011778906	1.605263157894737	2.342857142857143	10	4	3	15	5	5	4	1	19	15	4	0	2.473684210526316	0	0.053941908713692796	-0.5600309837335393	6	0	1
sabue1_1869	sabue1_1869	-0.75	-0.25	0.18181818181818182	0.15789473684210525	0.743801652892562	0.8307459207459208	0.8499173553719007	0.7552697791900618	1.9421487603305785	1.8636363636363635	8	3	3	12	3	6	2	1	24	15	9	0	2.9583333333333335	0.75	-0.4821852731591445	-0.6889655364245777	19	0	1
sahvd1_1890	sahvd1_1890	0.14285714285714285	0	0.14285714285714285	0	0.2222222222222222	0.5835775335775338	0.7	0.6185242890540094	1.3333333333333333	2	6	3	2	7	1	1	4	1	6	5	1	0	2	0	-0.17647058823529407	-0.7142857142857143	3	0	0.888888888888889
saloi1_1864	saloi1_1864	0	0.2	0.1	0	0.13580246913580246	0.5381257631257629	0.7129629629629629	0.6743060905670012	1.3571428571428572	2.533333333333333	8	4	2	10	5	3	1	1	9	7	2	0	2	0	0.27419354838709686	-0.09090909090909076	4	0	1
scbir1_1934	scbir1_1934	0.6	0.2	0.16666666666666666	0.225	0.18518518518518517	0.4587549603174603	0.412551440329218	0.5012958885565996	1.1666666666666667	1.8444444444444446	7	3	2	10	5	3	1	1	15	13	2	0	2.2	0	0.07103825136612099	-0.4226804123711335	4	0	0.857142857142857
siror1_1888	siror1_1888	-1	-0.3333333333333333	0.15151515151515152	0.39622641509433965	0.18181818181818182	0.3437199645460733	0.30082644628099175	0.6433575852118248	1.5897435897435896	2.0757575757575757	9	4	3	12	2	6	2	2	20	20	0	0	2.2	0.1	-0.3888888888888877	-0.02434928631402175	5	0	1
sites1_1884	sites1_1884	-0.6923076923076923	-0.23076923076923078	0.16666666666666666	0.23076923076923078	0.6319444444444444	0.743834357909593	0.7994949494949494	0.7657653849196254	1.871559633027523	1.9487179487179487	8	3	3	13	4	7	1	1	26	16	10	0	2.3076923076923075	0.6153846153846154	-0.43058221369161875	-0.5613941018766758	18	0	1
skdec1_1828	skdec1_1828	-0.3	-0.1	0.26666666666666666	0.4090909090909091	0.38271604938271603	0.6052343489843489	0.5565843621399178	0.578101419020982	2.1222222222222222	1.8444444444444446	6	3	4	10	4	5	1	0	24	14	10	3	2	0.75	0.14712153518123675	-0.3906762967826666	11	0	1
slnes1_1932	slnes1_1932	0.375	0.25	0.17857142857142858	0	0.12244897959183673	0.09206349206349201	0.10884353741496598	0.6215397773109824	1.4705882352941178	2	7	3	3	8	4	2	2	0	10	10	0	0	2.1	0.2	-0.03092783505154634	-0.14754098360655707	2	0	0.928571428571429
smkij1_1881	smkij1_1881	-0.1875	-0.0625	0.11666666666666667	0.42857142857142855	0.08888888888888889	0.3352630078728636	0.4173544973544975	0.6513913493069853	1.5294117647058822	2.4	10	5	3	16	3	4	1	8	28	20	8	0	2.107142857142857	0	-0.05882352941176449	-0.14285714285714235	3	0	0.866666666666667
sutoj1_1914	sutoj1_1914	0.6666666666666666	0.3333333333333333	0.33333333333333337	0.6666666666666666	0.2	0.6160714285714284	0.26	0.3518463144900188	1.0909090909090908	1.3333333333333333	4	2	2	6	3	1	2	0	10	10	0	0	2	0	-0.012658227848100995	-0.5315315315315324	5	0	1
sybas1_1879	sybas1_1879	0	0.1111111111111111	0.3333333333333333	0.4090909090909091	0.609375	0.6178702250130823	0.5279974489795919	0.6291840603154911	1.7638888888888888	1.6111111111111112	6	3	3	9	3	2	1	3	24	16	8	0	2.2083333333333335	0.75	-0.08108108108108107	-0.475610839626832	14	0	1
