CAM	participantCAM	id	daughterID	motherID	intensity	agreement	isBidirectional	isDeletable	isActive
1971	babui1_1971	29965	29618	29630	6	1	0	NA	NA
1971	babui1_1971	29964	29618	29630	6	1	0	NA	NA
1971	babui1_1971	29963	29622	29632	6	1	0	NA	NA
1971	babui1_1971	29962	29632	29637	9	1	0	NA	NA
1971	babui1_1971	29961	29622	29632	9	1	0	NA	NA
1827	becha1_1827	28059	28078	28093	6	1	0	NA	NA
1827	becha1_1827	28058	28091	28092	6	1	0	NA	NA
1827	becha1_1827	28057	28077	28091	6	1	0	NA	NA
1827	becha1_1827	28056	28089	28090	6	1	0	NA	NA
1827	becha1_1827	28055	28077	28089	6	1	0	NA	NA
1827	becha1_1827	28054	28077	28088	6	1	0	NA	NA
1827	becha1_1827	28052	28085	28086	6	1	0	NA	NA
1827	becha1_1827	28051	28080	28085	6	1	0	NA	NA
1827	becha1_1827	28050	28077	28085	6	1	0	NA	NA
1827	becha1_1827	28049	28077	28084	6	0	0	NA	NA
1827	becha1_1827	28048	28077	28083	6	1	0	NA	NA
1827	becha1_1827	28047	28077	28082	6	1	0	NA	NA
1827	becha1_1827	28046	28078	28082	6	0	0	NA	NA
1827	becha1_1827	28044	28077	28081	6	1	0	NA	NA
1827	becha1_1827	28043	28077	28080	6	0	0	NA	NA
1827	becha1_1827	28042	28077	28079	6	1	0	NA	NA
1827	becha1_1827	28041	28077	28078	9	0	0	NA	NA
1872	bopof1_1872	28748	28735	28740	6	1	0	NA	NA
1872	bopof1_1872	28735	28593	28735	6	0	0	NA	NA
1872	bopof1_1872	28700	28575	28719	6	0	0	NA	NA
1872	bopof1_1872	28676	28586	28705	6	1	0	NA	NA
1872	bopof1_1872	28627	28529	28600	6	1	0	NA	NA
1872	bopof1_1872	28626	28529	28626	6	1	0	NA	NA
1872	bopof1_1872	28622	28529	28586	6	1	0	NA	NA
1872	bopof1_1872	28621	28560	28586	6	0	0	NA	NA
1872	bopof1_1872	28618	28529	28608	6	1	0	NA	NA
1872	bopof1_1872	28602	28529	28593	6	1	0	NA	NA
1872	bopof1_1872	28598	28619	28626	6	0	0	NA	NA
1872	bopof1_1872	28589	28529	28575	6	1	0	NA	NA
1887	brabg1_1887	28974	28893	28800	6	1	1	NA	NA
1887	brabg1_1887	28967	28863	28804	6	1	1	NA	NA
1887	brabg1_1887	28941	28908	28773	6	0	1	NA	NA
1887	brabg1_1887	28932	28908	28761	6	0	1	NA	NA
1887	brabg1_1887	28923	28800	28908	6	1	0	NA	NA
1887	brabg1_1887	28901	28748	28761	6	1	1	NA	NA
1887	brabg1_1887	28891	28710	28893	6	1	0	NA	NA
1887	brabg1_1887	28878	28761	28804	6	1	1	NA	NA
1887	brabg1_1887	28855	28865	28863	9	1	1	NA	NA
1887	brabg1_1887	28862	28692	28865	6	1	1	NA	NA
1887	brabg1_1887	28859	28692	28863	6	1	0	NA	NA
1887	brabg1_1887	28856	28800	28863	6	1	1	NA	NA
1887	brabg1_1887	28837	28710	28800	9	1	0	NA	NA
1887	brabg1_1887	28819	28784	28807	6	1	0	NA	NA
1887	brabg1_1887	28815	28807	28773	6	0	1	NA	NA
1887	brabg1_1887	28813	28800	28807	6	1	0	NA	NA
1887	brabg1_1887	28808	28800	28804	9	1	0	NA	NA
1887	brabg1_1887	28803	28800	28773	6	0	1	NA	NA
1887	brabg1_1887	28801	28800	28761	9	0	1	NA	NA
1887	brabg1_1887	28782	28761	28784	6	0	0	NA	NA
1887	brabg1_1887	28781	28773	28784	6	1	0	NA	NA
1887	brabg1_1887	28777	28717	28761	6	1	1	NA	NA
1887	brabg1_1887	28774	28710	28773	6	1	0	NA	NA
1887	brabg1_1887	28773	28692	28773	6	1	0	NA	NA
1887	brabg1_1887	28744	28748	28692	6	1	1	NA	NA
1887	brabg1_1887	28727	28692	28710	9	1	1	NA	NA
1887	brabg1_1887	28726	28692	28717	6	1	0	NA	NA
1832	brhua1_1832	28318	28153	28183	6	1	0	NA	NA
1832	brhua1_1832	28209	28169	28195	6	0	0	NA	NA
1832	brhua1_1832	28202	28240	28147	6	1	1	NA	NA
1832	brhua1_1832	28176	28269	28154	6	1	1	NA	NA
1832	brhua1_1832	28144	28149	28228	6	1	0	NA	NA
1832	brhua1_1832	28143	28150	28228	6	1	0	NA	NA
1832	brhua1_1832	28141	28147	28228	6	1	0	NA	NA
1832	brhua1_1832	28113	28183	28164	6	0	1	NA	NA
1832	brhua1_1832	28102	28147	28195	6	1	0	NA	NA
1832	brhua1_1832	28097	28183	28154	6	1	1	NA	NA
1832	brhua1_1832	28098	28147	28183	6	1	0	NA	NA
1832	brhua1_1832	28095	28148	28154	6	1	0	NA	NA
1832	brhua1_1832	28094	28148	28150	6	1	0	NA	NA
1832	brhua1_1832	28093	28148	28150	6	1	0	NA	NA
1832	brhua1_1832	28092	28164	28169	6	1	1	NA	NA
1832	brhua1_1832	28091	28166	28169	6	1	1	NA	NA
1832	brhua1_1832	28089	28147	28169	6	1	0	NA	NA
1832	brhua1_1832	28088	28147	28164	6	1	0	NA	NA
1832	brhua1_1832	28087	28147	28156	6	1	0	NA	NA
1832	brhua1_1832	28086	28147	28154	6	1	0	NA	NA
1832	brhua1_1832	28085	28147	28150	6	1	0	NA	NA
1832	brhua1_1832	28084	28150	28154	6	1	0	NA	NA
1832	brhua1_1832	28083	28150	28156	6	1	1	NA	NA
1832	brhua1_1832	28082	28153	28154	6	1	1	NA	NA
1832	brhua1_1832	28081	28149	28154	6	1	1	NA	NA
1860	bumad1_1860	28634	28355	28665	6	0	0	NA	NA
1860	bumad1_1860	28603	28355	28376	6	0	0	NA	NA
1860	bumad1_1860	28599	28355	28637	6	0	0	NA	NA
1860	bumad1_1860	28530	28355	28599	6	0	0	NA	NA
1860	bumad1_1860	28512	28387	28576	6	1	0	NA	NA
1860	bumad1_1860	28464	28383	28423	6	1	0	NA	NA
1860	bumad1_1860	28463	28387	28423	6	1	0	NA	NA
1860	bumad1_1860	28460	28355	28416	6	0	0	NA	NA
1860	bumad1_1860	28455	28355	28376	6	1	0	NA	NA
1860	bumad1_1860	28452	28387	28399	6	0	0	NA	NA
1860	bumad1_1860	28448	28394	28444	6	1	0	NA	NA
1860	bumad1_1860	28413	28355	28490	6	0	0	NA	NA
1860	bumad1_1860	28412	28406	28490	6	1	0	NA	NA
1860	bumad1_1860	28400	28394	28399	6	1	0	NA	NA
1860	bumad1_1860	28398	28394	28399	6	1	0	NA	NA
1860	bumad1_1860	28387	28355	28383	9	1	0	NA	NA
1860	bumad1_1860	28383	28355	28394	9	0	0	NA	NA
1860	bumad1_1860	28380	28394	28399	6	1	0	NA	NA
1860	bumad1_1860	28374	28355	28383	6	1	0	NA	NA
1860	bumad1_1860	28373	28383	28387	6	1	0	NA	NA
1833	caber1_1833	28271	28152	28374	6	1	0	NA	NA
1833	caber1_1833	28213	28155	28315	6	1	0	NA	NA
1833	caber1_1833	28179	28159	28273	6	1	0	NA	NA
1833	caber1_1833	28148	28155	28236	6	1	0	NA	NA
1833	caber1_1833	28121	28188	28194	6	1	0	NA	NA
1833	caber1_1833	28120	28152	28188	6	1	0	NA	NA
1833	caber1_1833	28117	28152	28155	6	1	0	NA	NA
1833	caber1_1833	28103	28155	28159	6	1	0	NA	NA
1833	caber1_1833	28099	28155	28162	6	1	0	NA	NA
1905	chdaa1_1905	29437	29109	29180	9	1	0	NA	NA
1905	chdaa1_1905	29436	29159	29180	6	1	1	NA	NA
1905	chdaa1_1905	29434	29127	29180	6	1	1	NA	NA
1905	chdaa1_1905	29431	29175	29180	6	1	0	NA	NA
1905	chdaa1_1905	29423	29174	29109	6	1	1	NA	NA
1905	chdaa1_1905	29424	29152	29174	6	1	0	NA	NA
1905	chdaa1_1905	29392	29168	29109	6	1	1	NA	NA
1905	chdaa1_1905	29371	29154	29109	6	1	1	NA	NA
1905	chdaa1_1905	29353	29139	29109	6	1	1	NA	NA
1905	chdaa1_1905	29367	29152	29109	6	1	1	NA	NA
1905	chdaa1_1905	29359	29134	29109	6	0	1	NA	NA
1908	chros1_1908	29454	29191	29199	6	0	1	NA	NA
1908	chros1_1908	29452	29191	29197	6	1	1	NA	NA
1908	chros1_1908	29453	29194	29198	6	0	1	NA	NA
1908	chros1_1908	29448	29191	29196	6	0	1	NA	NA
1908	chros1_1908	29451	29191	29192	6	1	1	NA	NA
1908	chros1_1908	29450	29191	29193	6	1	0	NA	NA
1908	chros1_1908	29449	29191	29194	6	0	1	NA	NA
1908	chros1_1908	29447	29191	29195	6	0	1	NA	NA
1912	cofrn1_1912	29503	29239	29229	6	0	0	NA	NA
1912	cofrn1_1912	29502	29240	29229	6	1	0	NA	NA
1912	cofrn1_1912	29499	29233	29228	9	1	0	NA	NA
1912	cofrn1_1912	29498	29240	29235	9	1	0	NA	NA
1912	cofrn1_1912	29497	29240	29237	6	1	0	NA	NA
1912	cofrn1_1912	29496	29240	29238	6	1	0	NA	NA
1912	cofrn1_1912	29495	29240	29233	6	0	0	NA	NA
1912	cofrn1_1912	29494	29240	29236	6	0	0	NA	NA
1912	cofrn1_1912	29493	29240	29239	6	1	0	NA	NA
1912	cofrn1_1912	29492	29235	29234	9	1	0	NA	NA
1912	cofrn1_1912	29491	29240	29234	6	1	0	NA	NA
1912	cofrn1_1912	29490	29232	29231	9	1	0	NA	NA
1912	cofrn1_1912	29489	29237	29232	6	1	0	NA	NA
1912	cofrn1_1912	29488	29240	29231	6	0	0	NA	NA
1912	cofrn1_1912	29487	29240	29232	6	0	0	NA	NA
1912	cofrn1_1912	29486	29240	29228	6	0	0	NA	NA
1912	cofrn1_1912	29485	29235	29234	6	1	0	NA	NA
1912	cofrn1_1912	29484	29232	29230	9	1	0	NA	NA
1912	cofrn1_1912	29483	29240	29230	6	0	0	NA	NA
1896	dewae1_1896	29760	28987	29443	6	1	0	NA	NA
1896	dewae1_1896	29759	28987	29442	6	1	0	NA	NA
1896	dewae1_1896	29758	28968	29441	6	1	0	NA	NA
1896	dewae1_1896	29755	29438	29437	6	0	0	NA	NA
1896	dewae1_1896	29754	28962	29437	6	1	0	NA	NA
1896	dewae1_1896	29753	28962	29436	6	1	0	NA	NA
1896	dewae1_1896	29752	28990	29435	6	1	0	NA	NA
1896	dewae1_1896	29751	28987	29434	6	1	0	NA	NA
1896	dewae1_1896	29750	29002	29433	6	0	0	NA	NA
1896	dewae1_1896	29749	28962	29433	6	1	0	NA	NA
1896	dewae1_1896	29183	29002	29016	6	1	0	NA	NA
1896	dewae1_1896	29123	28962	29002	6	0	0	NA	NA
1896	dewae1_1896	29107	28962	28990	6	0	0	NA	NA
1896	dewae1_1896	29103	28962	28987	6	1	0	NA	NA
1896	dewae1_1896	29092	28962	28968	6	1	0	NA	NA
1845	dheak1_1845	28485	28256	28547	6	0	0	NA	NA
1845	dheak1_1845	28477	28342	28547	6	1	0	NA	NA
1845	dheak1_1845	28406	28243	28492	9	1	1	NA	NA
1845	dheak1_1845	28384	28275	28297	9	1	1	NA	NA
1845	dheak1_1845	28368	28275	28214	9	1	1	NA	NA
1845	dheak1_1845	28347	28306	28214	6	0	1	NA	NA
1845	dheak1_1845	28339	28337	28214	9	1	1	NA	NA
1845	dheak1_1845	28323	28342	28214	6	1	1	NA	NA
1845	dheak1_1845	28295	28214	28256	6	0	0	NA	NA
1845	dheak1_1845	28269	28243	28214	6	1	1	NA	NA
1852	doava1_1852	28418	28251	28391	6	1	0	NA	NA
1852	doava1_1852	28401	28327	28479	6	1	1	NA	NA
1852	doava1_1852	28385	28327	28443	6	0	1	NA	NA
1852	doava1_1852	28338	28251	28386	6	0	0	NA	NA
1852	doava1_1852	28319	28296	28391	6	0	0	NA	NA
1852	doava1_1852	28304	28251	28403	6	0	0	NA	NA
1852	doava1_1852	28308	28391	28403	6	0	0	NA	NA
1852	doava1_1852	28266	28251	28327	6	1	1	NA	NA
1852	doava1_1852	28242	28323	28251	6	1	1	NA	NA
1852	doava1_1852	28181	28276	28251	6	1	1	NA	NA
1852	doava1_1852	28175	28264	28251	6	1	1	NA	NA
1966	eaasc1_1966	29937	29591	29616	6	1	0	NA	NA
1966	eaasc1_1966	29936	29574	29616	6	1	0	NA	NA
1966	eaasc1_1966	29935	29606	29616	6	1	0	NA	NA
1966	eaasc1_1966	29934	29600	29616	6	1	0	NA	NA
1966	eaasc1_1966	29933	29578	29616	6	1	0	NA	NA
1966	eaasc1_1966	29932	29600	29606	6	1	0	NA	NA
1966	eaasc1_1966	29931	29589	29606	6	1	0	NA	NA
1966	eaasc1_1966	29930	29606	29607	9	1	0	NA	NA
1966	eaasc1_1966	29929	29564	29606	6	1	0	NA	NA
1966	eaasc1_1966	29928	29576	29603	6	1	0	NA	NA
1966	eaasc1_1966	29927	29585	29603	6	1	0	NA	NA
1966	eaasc1_1966	29926	29587	29603	6	1	0	NA	NA
1966	eaasc1_1966	29925	29601	29603	6	1	0	NA	NA
1966	eaasc1_1966	29922	29585	29601	6	1	0	NA	NA
1966	eaasc1_1966	29921	29587	29601	6	1	0	NA	NA
1966	eaasc1_1966	29920	29574	29601	6	1	0	NA	NA
1966	eaasc1_1966	29919	29589	29600	6	1	0	NA	NA
1966	eaasc1_1966	29918	29591	29600	6	1	0	NA	NA
1966	eaasc1_1966	29917	29595	29600	6	1	0	NA	NA
1966	eaasc1_1966	29916	29585	29600	6	1	0	NA	NA
1966	eaasc1_1966	29915	29564	29600	6	1	0	NA	NA
1966	eaasc1_1966	29913	29585	29589	6	1	0	NA	NA
1966	eaasc1_1966	29912	29576	29585	6	1	0	NA	NA
1966	eaasc1_1966	29911	29576	29585	6	1	0	NA	NA
1966	eaasc1_1966	29909	29585	29587	6	1	0	NA	NA
1966	eaasc1_1966	29908	29574	29585	6	1	0	NA	NA
1966	eaasc1_1966	29907	29574	29587	6	1	0	NA	NA
1966	eaasc1_1966	29906	29574	29589	6	1	0	NA	NA
1966	eaasc1_1966	29905	29574	29595	6	1	0	NA	NA
1966	eaasc1_1966	29904	29589	29595	6	1	0	NA	NA
1966	eaasc1_1966	29903	29595	29596	6	1	0	NA	NA
1966	eaasc1_1966	29902	29564	29595	6	1	0	NA	NA
1966	eaasc1_1966	29901	29591	29593	6	1	0	NA	NA
1966	eaasc1_1966	29900	29564	29593	6	1	0	NA	NA
1966	eaasc1_1966	29899	29564	29591	6	1	0	NA	NA
1966	eaasc1_1966	29886	29574	29576	6	1	0	NA	NA
1966	eaasc1_1966	29883	29564	29574	9	1	0	NA	NA
1966	eaasc1_1966	29880	29570	29578	9	1	0	NA	NA
1966	eaasc1_1966	29879	29564	29578	9	1	0	NA	NA
1966	eaasc1_1966	29878	29570	29578	6	1	0	NA	NA
1966	eaasc1_1966	29877	29568	29578	9	1	0	NA	NA
1966	eaasc1_1966	29875	29568	29570	9	1	0	NA	NA
1911	emmij1_1911	29518	29257	29251	6	1	1	NA	NA
1911	emmij1_1911	29517	29252	29247	9	1	1	NA	NA
1911	emmij1_1911	29516	29227	29252	9	1	1	NA	NA
1911	emmij1_1911	29515	29227	29251	6	1	1	NA	NA
1911	emmij1_1911	29514	29227	29249	6	1	1	NA	NA
1911	emmij1_1911	29513	29227	29242	9	1	1	NA	NA
1911	emmij1_1911	29512	29227	29246	6	1	1	NA	NA
1911	emmij1_1911	29511	29257	29244	6	1	1	NA	NA
1911	emmij1_1911	29510	29227	29244	6	1	1	NA	NA
1911	emmij1_1911	29509	29227	29258	9	1	0	NA	NA
1911	emmij1_1911	29508	29227	29257	9	1	1	NA	NA
1840	evbit1_1840	28288	28182	28390	6	0	0	NA	NA
1840	evbit1_1840	28229	28182	28325	6	0	0	NA	NA
1840	evbit1_1840	28227	28223	28325	6	1	0	NA	NA
1840	evbit1_1840	28225	28247	28325	6	1	0	NA	NA
1840	evbit1_1840	28207	28209	28290	6	1	0	NA	NA
1840	evbit1_1840	28201	28182	28290	6	1	0	NA	NA
1840	evbit1_1840	28199	28207	28290	6	1	0	NA	NA
1840	evbit1_1840	28155	28182	28247	6	0	0	NA	NA
1840	evbit1_1840	28138	28182	28223	6	0	0	NA	NA
1840	evbit1_1840	28134	28202	28210	6	1	0	NA	NA
1840	evbit1_1840	28130	28207	28209	6	1	0	NA	NA
1840	evbit1_1840	28125	28182	28210	6	1	0	NA	NA
1840	evbit1_1840	28122	28182	28209	6	1	0	NA	NA
1840	evbit1_1840	28119	28182	28207	6	1	0	NA	NA
1840	evbit1_1840	28110	28182	28202	6	1	0	NA	NA
1840	evbit1_1840	28106	28182	28200	9	0	0	NA	NA
1840	evbit1_1840	28101	28182	28189	9	1	0	NA	NA
1883	evbos1_1883	28959	28792	28780	6	0	0	NA	NA
1883	evbos1_1883	28955	28786	28859	9	0	0	NA	NA
1883	evbos1_1883	28952	28829	28786	6	0	0	NA	NA
1883	evbos1_1883	28950	28806	28891	9	0	0	NA	NA
1883	evbos1_1883	28946	28894	28896	9	0	0	NA	NA
1883	evbos1_1883	28940	28894	28909	6	1	0	NA	NA
1883	evbos1_1883	28939	28894	28899	9	0	0	NA	NA
1883	evbos1_1883	28935	28780	28899	9	0	0	NA	NA
1883	evbos1_1883	28934	28780	28899	6	1	0	NA	NA
1883	evbos1_1883	28933	28786	28885	9	1	0	NA	NA
1883	evbos1_1883	28929	28824	28786	6	0	0	NA	NA
1883	evbos1_1883	28927	28792	28896	9	0	0	NA	NA
1883	evbos1_1883	28926	28792	28884	6	1	0	NA	NA
1883	evbos1_1883	28924	28778	28894	9	0	1	NA	NA
1883	evbos1_1883	28872	28780	28859	9	0	0	NA	NA
1883	evbos1_1883	28871	28780	28855	9	0	0	NA	NA
1883	evbos1_1883	28870	28780	28866	9	0	0	NA	NA
1883	evbos1_1883	28868	28806	28786	9	1	0	NA	NA
1883	evbos1_1883	28867	28829	28790	9	0	0	NA	NA
1883	evbos1_1883	28864	28815	28790	6	1	0	NA	NA
1883	evbos1_1883	28861	28815	28813	9	1	0	NA	NA
1883	evbos1_1883	28858	28813	28790	9	0	0	NA	NA
1883	evbos1_1883	28857	28811	28790	9	0	0	NA	NA
1883	evbos1_1883	28854	28824	28790	9	0	0	NA	NA
1883	evbos1_1883	28853	28795	28792	9	1	0	NA	NA
1883	evbos1_1883	28851	28797	28792	6	1	0	NA	NA
1883	evbos1_1883	28848	28801	28792	9	1	0	NA	NA
1883	evbos1_1883	28834	28790	28778	9	0	0	NA	NA
1883	evbos1_1883	28830	28792	28778	6	1	0	NA	NA
1883	evbos1_1883	28824	28786	28778	9	1	0	NA	NA
1883	evbos1_1883	28818	28778	28780	9	0	0	NA	NA
1847	fasts1_1847	28825	28498	28838	6	1	0	NA	NA
1847	fasts1_1847	28802	28498	28814	6	1	0	NA	NA
1847	fasts1_1847	28789	28759	28562	6	1	1	NA	NA
1847	fasts1_1847	28788	28353	28798	6	1	0	NA	NA
1847	fasts1_1847	28776	28515	28333	9	0	1	NA	NA
1847	fasts1_1847	28771	28284	28527	6	1	0	NA	NA
1847	fasts1_1847	28766	28219	28515	6	1	0	NA	NA
1847	fasts1_1847	28765	28219	28515	6	1	0	NA	NA
1847	fasts1_1847	28764	28219	28515	6	1	0	NA	NA
1847	fasts1_1847	28752	28498	28759	6	0	0	NA	NA
1847	fasts1_1847	28734	28219	28498	6	1	0	NA	NA
1847	fasts1_1847	28721	28505	28524	6	1	0	NA	NA
1847	fasts1_1847	28710	28353	28494	6	1	1	NA	NA
1847	fasts1_1847	28704	28353	28489	6	0	1	NA	NA
1847	fasts1_1847	28687	28353	28341	6	0	1	NA	NA
1847	fasts1_1847	28685	28353	28686	6	1	0	NA	NA
1847	fasts1_1847	28682	28353	28686	6	1	0	NA	NA
1847	fasts1_1847	28654	28219	28353	6	1	0	NA	NA
1847	fasts1_1847	28605	28284	28545	6	1	0	NA	NA
1847	fasts1_1847	28600	28219	28284	6	1	0	NA	NA
1847	fasts1_1847	28592	28284	28299	6	1	0	NA	NA
1847	fasts1_1847	28540	28505	28573	9	1	0	NA	NA
1847	fasts1_1847	28521	28219	28505	9	1	0	NA	NA
2026	foblc1_2026	30083	29882	29891	6	1	0	NA	NA
2026	foblc1_2026	30082	29885	29891	6	1	0	NA	NA
2026	foblc1_2026	30081	29883	29891	6	1	0	NA	NA
2026	foblc1_2026	30080	29886	29887	6	1	0	NA	NA
2026	foblc1_2026	30079	29882	29886	6	1	0	NA	NA
2026	foblc1_2026	30078	29882	29887	6	1	0	NA	NA
2026	foblc1_2026	30077	29883	29884	6	1	0	NA	NA
2026	foblc1_2026	30076	29882	29883	6	1	0	NA	NA
2026	foblc1_2026	30075	29882	29885	6	1	0	NA	NA
2026	foblc1_2026	30074	29882	29888	6	1	0	NA	NA
2026	foblc1_2026	30073	29889	29890	6	1	0	NA	NA
2026	foblc1_2026	30072	29882	29889	6	1	0	NA	NA
1835	foloa1_1835	28484	28180	28221	6	0	1	NA	NA
1835	foloa1_1835	28456	28375	28531	6	1	0	NA	NA
1835	foloa1_1835	28424	28239	28503	6	0	0	NA	NA
1835	foloa1_1835	28414	28191	28496	9	1	0	NA	NA
1835	foloa1_1835	28394	28180	28475	9	1	0	NA	NA
1835	foloa1_1835	28345	28249	28441	9	0	0	NA	NA
1835	foloa1_1835	28296	28379	28382	6	0	0	NA	NA
1835	foloa1_1835	28293	28375	28379	6	0	0	NA	NA
1835	foloa1_1835	28292	28161	28375	6	0	0	NA	NA
1835	foloa1_1835	28287	28375	28379	6	0	0	NA	NA
1835	foloa1_1835	28285	28161	28375	6	1	1	NA	NA
1835	foloa1_1835	28282	28161	28375	6	1	1	NA	NA
1835	foloa1_1835	28251	28190	28348	9	1	0	NA	NA
1835	foloa1_1835	28230	28180	28300	6	1	0	NA	NA
1835	foloa1_1835	28219	28180	28307	9	1	0	NA	NA
1835	foloa1_1835	28214	28191	28313	6	1	0	NA	NA
1835	foloa1_1835	28198	28239	28249	6	1	0	NA	NA
1835	foloa1_1835	28197	28221	28239	6	1	0	NA	NA
1835	foloa1_1835	28195	28221	28239	6	1	0	NA	NA
1835	foloa1_1835	28191	28221	28249	6	1	0	NA	NA
1835	foloa1_1835	28185	28221	28249	6	1	1	NA	NA
1835	foloa1_1835	28174	28221	28254	6	1	1	NA	NA
1835	foloa1_1835	28172	28221	28249	6	1	0	NA	NA
1835	foloa1_1835	28169	28221	28239	6	0	0	NA	NA
1835	foloa1_1835	28142	28165	28235	6	0	0	NA	NA
1835	foloa1_1835	28136	28161	28180	9	1	1	NA	NA
1835	foloa1_1835	28135	28161	28221	6	1	1	NA	NA
1835	foloa1_1835	28124	28165	28177	6	0	0	NA	NA
1835	foloa1_1835	28118	28190	28191	6	1	0	NA	NA
1835	foloa1_1835	28116	28178	28191	9	1	0	NA	NA
1835	foloa1_1835	28115	28178	28190	9	1	0	NA	NA
1835	foloa1_1835	28112	28178	28190	9	1	0	NA	NA
1835	foloa1_1835	28111	28178	28191	6	1	0	NA	NA
1835	foloa1_1835	28109	28178	28191	9	1	0	NA	NA
1835	foloa1_1835	28100	28161	28178	9	1	1	NA	NA
1835	foloa1_1835	28090	28161	28165	6	0	0	NA	NA
1924	gagra1_1924	29712	29411	29416	6	1	0	NA	NA
1924	gagra1_1924	29710	29402	29409	6	1	0	NA	NA
1924	gagra1_1924	29709	29394	29421	6	0	0	NA	NA
1924	gagra1_1924	29708	29394	29407	6	1	0	NA	NA
1924	gagra1_1924	29706	29394	29411	6	1	0	NA	NA
1924	gagra1_1924	29704	29416	29421	6	1	0	NA	NA
1924	gagra1_1924	29703	29394	29409	6	1	0	NA	NA
1924	gagra1_1924	29702	29394	29406	6	1	0	NA	NA
1924	gagra1_1924	29701	29394	29406	6	1	0	NA	NA
1924	gagra1_1924	29700	29394	29404	6	1	0	NA	NA
1924	gagra1_1924	29699	29394	29402	6	1	0	NA	NA
